py,APPROACHES_FROM_100_125_YARDS,APPROACHES_FROM_100_125_YARDS_RGH,APPROACHES_FROM_125_150_YARDS,APPROACHES_FROM_125_150_YARDS_RGH,APPROACHES_FROM_150_175_YARDS,APPROACHES_FROM_150_175_YARDS_RGH,APPROACHES_FROM_175_200_YARDS,APPROACHES_FROM_175_200_YARDS_RGH,APPROACHES_FROM_200_225_YARDS,APPROACHES_FROM_200_225_YARDS_RGH,APPROACHES_FROM_225_250_YARDS,APPROACHES_FROM_225_250_YARDS_RGH,APPROACHES_FROM_250_275_YARDS,APPROACHES_FROM_250_275_YARDS_RGH,APPROACHES_FROM_INSIDE_100_YARDS,APPROACHES_FROM_INSIDE_100_YARDS_RGH,BIRDIE_AVE,BIRDIE_OR_BETTER_CONVESION_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE_FAIRWAY,BIRDIE_OR_BETTER_PERCENTAGE_ROUGH,BOUNCE_BACK,CLUB_HEAD_SPEED,DRIVING_ACCURACY_PERCENTAGE,DRIVING_DISTANCE,EAGLES_HOLES_PER,FAIRWAY_PROXIMITY,FEDEX_REGULAR_SEASON_POINTS,FINAL_ROUND_PERFORMANCE,GREENS_IN_REGULATION_PERCENTAGE,PAR_3_SCORING_AVERAGE,PAR_4_SCORING_AVERAGE,PAR_5_SCORING_AVERAGE,PUTTING_FROM_10_15ft,PUTTING_FROM_15_20ft,PUTTING_FROM_20_25ft,PUTTING_FROM_25ft_plus,PUTTING_INSIDE_10ft,PUTTS_PER_ROUND,ROUGH_PROXIMITY,SAND_SAVE_PERCENTAGE,PLAYER,SEASON_CURRENT,PERCENTAGE_OF_WINNING_PTS,SEASON_NEXT,NEXT_PERCENTAGE_OF_WINNING_PTS
2015_Shawn Stefani,274,323,290,421,314,443,365,585,440,771,629,986,824,901,202,341,3.94,30.98,22.46,23.67,16.95,25.2,116.95,62.06,296.3,169.2,372,987,61.9,68.79,3.03,4.01,4.6,30.36,20.57,8.82,4.33,88.02,29.02,492,45.65,Shawn Stefani,2015,0.23674742144399136,2016,0.16782449725776966
2015_Spencer Levin,254,333,268,446,289,521,394,660,503,685,614,761,886,1230,232,289,3.32,26.05,18.73,20.56,9.25,22.54,110.77,69.09,283.7,349.2,369,496,22.22,68.27,3.05,4.01,4.74,29.95,16.58,8.59,5.65,87.1,29.6,529,39.2,Spencer Levin,2015,0.11897337491005038,2016,0.23546617915904935
2015_Steve Wheatcroft,217,360,275,398,374,570,408,718,495,888,645,1110,888,813,208,264,3.88,32.43,22.22,25.21,11.67,21.19,111.96,63.03,288.3,149.4,394,536,71.43,64.59,3.05,4.03,4.65,27.87,22.08,16.81,6.17,88.62,28.59,537,51.77,Steve Wheatcroft,2015,0.1285680019189254,2016,0.14625228519195613
2015_Steven Bowditch,219,342,252,364,322,532,392,646,497,792,631,715,820,940,206,311,3.7,31.31,21.25,23.51,15.53,23.75,117.61,54.04,302.1,142.6,371,1287,63.16,63.43,3.04,4.01,4.65,26.79,15.7,14.79,8.33,88.21,28.2,506,59.39,Steven Bowditch,2015,0.3087071240105541,2016,0.07020109689213894
2015_Stewart Cink,209,402,266,382,326,482,405,632,431,734,634,919,899,789,167,258,3.71,27.79,20.78,22.71,18.18,16.67,117.72,57.35,293.6,693.0,339,494,46.67,72.94,3.05,4.01,4.65,31.02,24.0,11.86,8.18,86.43,30.14,504,53.26,Stewart Cink,2015,0.11849364355960662,2016,0.1210237659963437
2015_Tim Wilkinson,200,419,303,412,332,512,427,757,513,783,701,826,813,890,192,201,2.97,25.91,16.98,18.47,10.5,19.53,107.69,63.09,279.1,213.0,373,183,50.0,62.44,3.1,4.08,4.71,25.79,13.46,14.81,5.26,85.95,28.92,525,52.71,Tim Wilkinson,2015,0.043895418565603264,2016,0.15575868372943327
2015_Tom Hoge,186,348,245,492,293,470,384,670,471,668,633,738,834,796,198,347,3.89,31.63,21.87,24.43,16.73,17.51,115.37,58.84,292.2,355.5,340,441,71.43,66.03,3.05,4.02,4.65,26.19,18.33,14.29,4.72,86.94,28.9,518,42.86,Tom Hoge,2015,0.1057807627728472,2016,0.1276051188299817
2015_Tony Finau,275,372,271,356,327,394,422,621,501,759,614,1033,839,1122,217,316,4.1,33.26,23.43,23.71,19.59,21.65,124.07,54.3,309.0,159.0,382,985,63.64,67.61,3.02,4.01,4.62,31.09,17.51,10.34,7.51,86.83,29.11,520,45.1,Tony Finau,2015,0.23626769009354762,2016,0.3159049360146252
2015_Troy Merritt,241,341,263,425,327,554,417,600,478,769,628,1178,762,1067,249,338,3.3,27.61,18.5,20.4,11.4,16.6,114.09,62.83,285.2,546.0,373,930,50.0,63.37,3.04,4.03,4.81,33.79,21.53,9.27,6.65,89.43,28.59,554,45.89,Troy Merritt,2015,0.22307507795634446,2016,0.17623400365630712
2015_Tyrone Van Aswegen,210,292,225,409,284,506,367,626,463,864,686,980,972,700,191,337,3.28,27.01,18.62,21.71,10.88,28.17,112.63,53.39,285.6,243.0,328,142,25.0,66.77,2.99,4.07,4.76,22.56,19.28,12.5,2.78,88.3,29.48,544,53.85,Tyrone Van Aswegen,2015,0.03406092588150636,2016,0.20109689213893966
2015_Vijay Singh,219,337,277,440,326,439,359,645,440,723,657,837,827,1058,197,283,3.51,28.34,20.09,22.95,13.28,20.1,112.19,60.06,290.6,175.5,362,490,56.25,66.24,3.03,4.05,4.61,26.37,16.41,11.46,3.72,86.26,29.15,540,51.16,Vijay Singh,2015,0.11753418085871911,2016,0.21425959780621573
2015_Webb Simpson,228,373,256,426,288,530,375,613,462,834,504,1018,738,896,160,325,3.64,29.23,20.87,22.57,14.35,20.41,111.6,67.85,289.4,156.0,350,953,50.0,67.81,2.98,4.05,4.54,26.88,20.49,11.83,4.69,86.14,29.35,554,59.2,Webb Simpson,2015,0.2285919884864476,2016,0.24351005484460694
2015_Whee Kim,196,391,251,385,288,481,349,765,468,745,704,1012,988,1293,194,288,3.74,29.31,20.85,23.43,14.14,22.1,111.74,60.4,282.4,1242.0,349,393,63.64,68.2,3.0,4.01,4.72,31.46,23.17,17.86,4.44,85.82,29.07,561,44.57,Whee Kim,2015,0.09426721036219717,2016,0.1623400365630713
2015_Will Wilcox,217,348,315,527,313,553,342,573,458,728,589,992,740,1278,229,362,3.91,29.73,22.53,25.3,14.29,22.03,116.92,68.98,296.6,121.5,359,649,91.67,72.53,2.97,3.96,4.66,27.78,24.05,10.81,8.04,87.82,29.46,537,63.08,Will Wilcox,2015,0.15567282321899736,2016,0.14588665447897622
2015_William McGirt,240,383,271,419,308,508,378,551,508,945,661,829,964,923,199,316,3.5,27.37,19.8,22.11,11.86,21.4,111.54,67.87,280.4,309.0,363,652,65.0,67.85,3.03,4.01,4.66,35.69,20.1,11.76,3.16,87.26,28.96,503,53.42,William McGirt,2015,0.156392420244663,2016,0.49725776965265084
2015_Zac Blair,239,395,263,494,343,565,419,584,529,644,705,935,768,912,205,263,3.42,27.76,19.23,20.42,10.41,23.87,108.72,67.91,273.1,468.0,383,538,47.37,65.54,3.02,4.02,4.67,33.33,23.53,10.79,7.3,88.91,28.68,550,60.39,Zac Blair,2015,0.12904773326936916,2016,0.20219378427787935
2015_Zach Johnson,214,366,281,474,301,579,368,563,481,881,590,997,828,738,187,388,3.93,31.06,22.16,23.65,11.0,23.04,107.74,71.21,282.6,313.2,358,1559,57.89,68.58,3.0,3.98,4.61,28.16,21.23,16.0,6.08,87.42,28.78,567,56.25,Zach Johnson,2015,0.3739505876709043,2016,0.3045703839122486
2015_Ángel Cabrera,230,423,265,343,343,434,377,591,532,664,544,770,828,915,327,301,3.47,29.4,19.92,21.83,14.2,22.47,117.14,55.9,299.7,159.0,394,208,50.0,64.88,3.11,4.11,4.6,21.54,21.43,9.84,6.49,86.16,29.87,500,42.06,Ángel Cabrera,2015,0.049892060446150154,2016,0.06837294332723949
2016_Aaron Baddeley,262,450,291,428,321,543,425,645,565,715,654,817,742,773,216,294,3.63,31.21,20.72,22.44,12.38,24.24,116.2,55.42,291.7,178.0,399,874,52.63,63.11,3.06,4.01,4.64,33.52,19.59,12.1,5.3,89.82,28.06,550,61.07,Aaron Baddeley,2016,0.31956124314442413,2017,0.11327988846287905
2016_Adam Hadwin,231,354,280,437,351,524,397,609,474,751,650,953,781,1121,207,326,3.84,31.73,21.74,24.21,11.0,25.4,114.05,63.62,290.1,239.1,385,638,50.0,66.07,3.01,4.03,4.66,29.66,24.4,9.76,5.32,88.53,28.55,538,54.78,Adam Hadwin,2016,0.23327239488117002,2017,0.46950156849076335
2016_Adam Scott,212,413,208,414,309,509,338,514,382,851,541,770,686,1035,169,288,3.95,31.06,22.88,26.34,18.1,21.81,119.75,55.55,304.6,105.2,324,2063,78.95,70.76,3.0,4.0,4.58,28.4,17.24,10.84,6.43,87.42,29.5,511,50.94,Adam Scott,2016,0.7542961608775137,2017,0.22377134890205647
2016_Alex Cejka,220,485,249,387,338,443,408,670,494,712,609,751,866,1416,220,265,3.87,30.2,21.89,22.29,13.53,20.13,107.76,65.89,281.5,241.2,375,754,64.29,67.99,2.98,4.01,4.57,25.85,14.29,15.58,5.03,88.17,28.55,493,54.32,Alex Cejka,2016,0.27568555758683727,2017,0.09620076681770652
2016_Andres Gonzales,242,364,307,434,327,477,403,556,446,829,596,762,782,990,238,391,3.55,29.09,20.01,21.81,14.81,19.07,115.87,54.55,294.7,351.0,368,307,45.45,66.17,3.06,4.09,4.67,32.98,16.28,14.58,5.0,87.43,29.5,538,48.65,Andres Gonzales,2016,0.11224862888482633,2017,0.07877309166957128
2016_Andrew Loupe,217,364,311,411,328,534,418,643,471,603,676,835,775,850,237,306,3.97,33.57,22.74,24.79,19.35,21.26,125.5,45.56,309.3,150.0,379,535,60.0,63.41,3.06,4.11,4.58,34.59,19.57,21.98,5.15,86.35,28.63,505,45.3,Andrew Loupe,2016,0.1956124314442413,2017,0.036598117811084
2016_Anirban Lahiri,234,337,254,452,327,571,407,481,496,848,613,827,707,1025,218,390,3.46,30.47,19.73,21.98,13.46,20.28,112.26,56.31,291.7,207.0,390,494,40.0,62.88,3.09,4.05,4.74,28.68,15.74,15.79,1.6,87.96,28.88,572,43.55,Anirban Lahiri,2016,0.18062157221206582,2017,0.2324851864761241
2016_Ben Crane,198,307,279,431,355,417,412,592,545,778,719,937,941,1052,226,337,3.42,29.15,19.23,19.68,13.56,18.54,105.86,63.18,280.3,456.0,397,500,42.86,63.6,3.06,4.03,4.69,29.51,15.79,8.7,5.15,88.83,28.61,519,56.59,Ben Crane,2016,0.18281535648994515,2017,0.09794353433252004
2016_Ben Martin,225,298,264,446,323,465,397,693,501,826,606,802,744,794,219,253,3.69,30.51,21.53,23.8,14.75,23.35,113.57,62.14,288.8,99.0,373,741,50.0,66.73,3.1,4.05,4.61,25.0,21.08,11.76,8.55,88.29,29.26,528,41.67,Ben Martin,2016,0.2709323583180987,2017,0.1317532241199024
2016_Bill Haas,219,469,302,388,350,484,409,730,503,751,680,787,708,911,221,288,3.11,25.1,17.89,19.95,12.39,19.02,114.43,62.34,289.6,164.0,393,1129,33.33,67.14,3.02,4.04,4.69,25.16,21.62,11.54,2.56,87.05,29.44,537,50.35,Bill Haas,2016,0.4127970749542962,2017,0.3297316138027187
2016_Billy Horschel,240,296,254,463,327,469,380,673,549,900,725,917,714,805,179,479,3.71,30.08,20.95,23.94,14.29,24.64,113.38,60.71,293.0,315.0,384,694,50.0,67.7,3.1,4.03,4.69,30.52,15.31,13.54,5.99,87.48,29.5,571,49.55,Billy Horschel,2016,0.25374771480804387,2017,0.3722551411641687
2016_Billy Hurley III,267,426,231,467,315,537,413,547,437,795,538,763,922,1078,226,273,3.38,28.9,19.11,21.9,11.73,16.94,108.82,65.36,277.7,297.0,360,710,30.77,62.71,3.1,4.02,4.71,30.38,18.35,5.63,5.58,89.66,28.36,530,46.88,Billy Hurley III,2016,0.2595978062157221,2017,0.11606831648658068
2016_Blayne Barber,221,450,279,418,336,499,395,748,512,879,618,1040,738,1440,193,308,3.53,28.5,20.07,22.96,11.72,21.05,109.64,62.37,289.6,205.7,367,520,60.0,66.74,3.03,4.06,4.65,28.7,20.42,12.26,4.99,87.16,29.36,550,51.46,Blayne Barber,2016,0.19012797074954296,2017,0.13279888462879053
2016_Boo Weekley,227,348,278,429,338,466,401,601,482,681,625,877,795,694,210,305,3.69,29.49,20.88,22.07,16.59,20.8,112.17,66.98,291.5,249.0,373,532,53.33,67.87,3.07,4.05,4.6,32.49,17.27,9.17,7.62,85.49,29.42,491,42.52,Boo Weekley,2016,0.19451553930530163,2017,0.060299756012547924
2016_Branden Grace,298,326,297,357,311,385,378,631,456,787,671,744,852,968,250,317,3.48,28.43,19.63,18.91,18.58,20.63,115.59,55.14,295.6,360.0,371,1187,84.62,66.76,3.09,4.01,4.74,31.43,16.0,11.27,4.42,87.2,29.28,482,49.45,Branden Grace,2016,0.4340036563071298,2017,0.17776228651097944
2016_Brandt Snedeker,227,334,270,354,348,504,431,569,520,787,637,1156,747,850,186,272,3.81,30.95,21.41,23.92,17.53,17.19,111.96,58.69,292.6,400.5,386,1717,68.42,65.67,3.06,3.98,4.69,35.2,24.46,13.86,3.82,88.33,28.66,482,57.14,Brandt Snedeker,2016,0.6277879341864717,2017,0.23109097246427326
2016_Brendan Steele,272,347,271,524,301,456,402,638,486,772,538,757,867,1115,221,247,3.52,28.38,20.17,20.81,15.35,20.43,118.29,60.29,302.2,168.0,361,791,42.11,68.72,3.09,4.06,4.58,26.18,16.18,12.37,3.72,86.45,29.8,540,55.96,Brendan Steele,2016,0.28921389396709324,2017,0.42732659463227607
2016_Brett Stegmaier,243,443,279,452,326,586,413,542,494,840,552,786,772,969,216,291,3.44,27.52,19.48,20.8,13.54,20.17,112.34,60.93,295.3,255.0,367,559,40.0,66.8,3.11,4.03,4.64,26.46,10.57,12.12,6.09,87.96,29.52,537,41.18,Brett Stegmaier,2016,0.20438756855575868,2017,0.04566050888811433
2016_Brian Harman,267,354,315,424,351,556,406,778,559,793,601,745,726,1057,202,337,3.65,30.53,20.67,21.66,17.28,20.07,110.49,63.41,289.7,267.4,390,607,57.14,64.85,3.07,4.02,4.67,35.32,19.02,12.16,3.84,89.19,28.64,549,55.26,Brian Harman,2016,0.22193784277879341,2017,0.5426978041129313
2016_Brian Stuard,219,282,274,385,344,498,406,634,457,672,532,1016,936,921,208,358,3.39,27.96,18.94,20.31,14.12,17.93,104.54,71.07,277.7,1188.0,368,680,61.54,63.3,3.03,4.04,4.79,30.06,16.5,12.0,5.34,86.96,28.76,500,54.35,Brian Stuard,2016,0.24862888482632542,2017,0.09933774834437085
2016_Brooks Koepka,241,344,283,467,304,418,359,644,442,768,614,714,771,1028,195,403,4.11,33.65,23.73,25.03,19.92,28.77,121.84,58.6,302.6,114.5,356,1348,68.75,66.98,3.07,3.99,4.61,32.6,19.09,13.98,8.26,87.18,28.81,519,51.75,Brooks Koepka,2016,0.4928702010968921,2017,0.6050888811432555
2016_Bryce Molder,232,391,288,442,354,460,425,548,541,862,674,912,699,997,180,370,3.35,28.77,19.16,22.55,11.07,20.83,109.89,62.53,280.2,175.5,382,652,50.0,61.32,3.02,4.03,4.7,33.53,22.56,10.17,5.28,89.46,28.01,536,58.27,Bryce Molder,2016,0.2383912248628885,2017,0.03799233182293482
2016_Bubba Watson,199,376,249,451,306,446,366,564,493,763,657,1272,693,840,205,269,3.68,29.91,21.34,24.7,18.78,23.35,121.63,55.11,310.6,112.9,355,1235,56.25,69.16,3.1,4.04,4.53,28.47,18.39,5.21,6.94,85.82,29.78,485,47.32,Bubba Watson,2016,0.4515539305301645,2017,0.1383757406761938
2016_Cameron Smith,260,390,286,472,377,455,405,650,523,738,596,956,858,1008,147,348,3.35,29.14,18.76,19.9,15.51,16.97,111.7,59.21,286.3,621.0,376,304,33.33,62.72,3.11,4.08,4.77,26.27,14.1,10.0,5.09,87.41,29.22,528,55.34,Cameron Smith,2016,0.11115173674588666,2017,0.29522481700941094
2016_Cameron Tringale,241,317,233,425,340,515,433,651,514,739,617,1096,767,1041,191,321,3.62,30.47,20.63,22.35,14.29,22.37,110.43,59.57,285.1,198.0,387,539,43.75,65.66,3.04,4.06,4.65,29.74,18.84,13.19,3.69,86.6,29.13,555,48.57,Cameron Tringale,2016,0.19707495429616087,2017,0.11746253049843151
2016_Camilo Villegas,223,362,267,388,336,510,419,607,527,897,643,924,771,901,202,366,3.34,28.8,19.06,20.7,13.42,18.45,110.06,52.18,287.0,203.1,373,313,35.71,62.1,3.02,4.1,4.73,30.95,16.51,14.53,7.03,87.62,28.81,540,45.32,Camilo Villegas,2016,0.11444241316270566,2017,0.16172882537469502
2016_Chad Campbell,238,443,268,472,323,439,427,646,517,776,608,1002,738,1008,196,334,3.48,27.59,19.57,20.95,12.04,16.75,111.38,64.39,287.9,405.0,376,633,70.59,68.15,3.01,4.04,4.61,24.88,19.5,12.07,5.07,86.86,29.39,541,55.32,Chad Campbell,2016,0.23144424131627056,2017,0.21470895782502614
2016_Chad Collins,224,376,279,376,337,481,407,545,560,851,595,1152,971,1178,163,294,3.08,25.95,17.5,19.61,14.65,17.62,109.93,57.41,279.3,262.8,383,402,70.0,62.4,3.01,4.09,4.72,28.87,21.01,9.09,3.92,87.94,28.81,561,52.42,Chad Collins,2016,0.1469835466179159,2017,0.10630881840362495
2016_Charl Schwartzel,237,253,274,399,346,504,376,513,409,892,622,821,769,1367,181,292,3.8,29.98,21.59,24.28,16.88,19.37,118.45,56.86,296.7,210.0,379,1127,29.41,68.73,3.0,4.03,4.66,37.5,24.35,17.57,3.28,85.2,29.34,507,51.16,Charl Schwartzel,2016,0.4120658135283364,2017,0.25339839665388636
2016_Charles Howell III,252,385,298,400,339,518,422,651,483,736,682,919,834,1096,206,292,3.81,30.75,21.79,23.61,16.98,19.55,118.53,52.6,303.4,163.8,381,931,61.9,68.01,3.04,4.01,4.57,26.87,16.28,16.81,7.12,88.72,29.08,527,50.41,Charles Howell III,2016,0.3404021937842779,2017,0.3841059602649007
2016_Charley Hoffman,266,296,270,411,336,435,384,553,460,723,558,629,755,823,214,306,3.38,28.6,19.38,23.27,16.01,21.84,116.05,54.8,298.2,158.4,371,1087,47.37,64.58,3.06,4.07,4.67,31.53,20.59,11.7,5.5,85.73,29.17,456,47.97,Charley Hoffman,2016,0.39744058500914076,2017,0.5221331474381318
2016_Chez Reavie,243,368,271,342,308,494,371,525,470,879,566,659,828,1349,188,321,3.47,28.18,20.16,21.16,15.32,22.49,108.67,68.22,287.3,110.6,362,630,61.11,68.09,3.02,4.01,4.67,26.84,18.06,7.92,7.5,87.08,29.05,499,53.24,Chez Reavie,2016,0.2303473491773309,2017,0.23213663297316137
2016_Chris Kirk,200,356,259,416,362,470,374,627,447,776,629,922,778,1153,202,259,3.42,28.02,19.35,22.46,14.6,18.02,109.99,62.02,285.9,306.0,364,749,50.0,64.05,3.05,4.04,4.69,25.49,21.97,12.15,3.64,88.68,28.67,529,57.42,Chris Kirk,2016,0.27385740402193787,2017,0.16277448588358312
2016_Chris Stroud,245,481,283,451,328,427,422,579,462,837,575,819,779,1179,209,193,3.49,28.94,20.0,21.69,17.54,17.73,112.12,60.7,286.3,160.0,375,412,64.29,66.6,3.05,4.04,4.66,30.43,26.45,14.15,5.15,86.8,29.19,523,40.94,Chris Stroud,2016,0.1506398537477148,2017,0.2185430463576159
2016_D.A. Points,245,325,283,382,335,434,357,564,509,525,670,1143,772,923,202,246,3.63,28.98,20.48,20.68,19.48,17.83,108.7,59.47,282.3,306.0,366,167,25.0,65.36,3.05,4.04,4.78,26.61,15.29,14.58,8.86,84.82,29.18,485,43.04,D.A. Points,2016,0.06106032906764168,2017,0.15162077378877659
2016_Daniel Berger,209,450,256,416,292,474,346,591,465,933,601,1104,642,994,236,328,3.84,29.82,21.66,24.28,12.79,25.32,116.35,56.68,298.4,320.4,351,1254,42.86,67.67,3.08,4.01,4.64,24.15,22.7,11.11,5.46,88.16,29.08,563,45.86,Daniel Berger,2016,0.45850091407678245,2017,0.5657023353084698
2016_Daniel Summerhays,266,390,309,502,359,454,429,644,531,809,674,967,756,766,212,264,3.67,31.72,21.1,23.35,14.38,21.09,111.66,58.65,288.0,137.1,412,963,47.62,63.02,3.05,4.06,4.62,28.72,23.2,14.41,8.86,88.86,28.54,567,44.51,Daniel Summerhays,2016,0.3521023765996344,2017,0.12129661903102126
2016_Danny Lee,246,429,275,475,290,489,421,550,471,697,595,939,806,922,198,320,3.57,29.98,20.37,23.31,12.13,17.2,110.16,64.05,286.6,180.0,384,699,44.44,63.95,3.1,4.06,4.69,23.83,19.18,11.65,5.73,87.18,29.12,525,56.8,Danny Lee,2016,0.2555758683729433,2017,0.24294179156500523
2016_David Hearn,229,300,250,418,310,430,380,553,533,878,625,867,763,1082,214,311,3.48,28.03,19.94,22.03,8.7,17.26,107.8,65.94,281.2,171.0,352,599,61.11,68.25,3.0,4.01,4.72,31.93,20.34,12.12,5.44,88.07,29.08,500,53.73,David Hearn,2016,0.2190127970749543,2017,0.12513070756361103
2016_David Lingmerth,235,369,295,358,322,504,362,753,485,943,575,942,959,1641,209,269,3.62,29.88,20.51,22.14,9.89,20.09,109.41,67.36,284.8,243.0,380,859,58.82,63.99,3.06,4.04,4.69,28.92,18.46,13.27,5.22,88.4,28.75,533,45.97,David Lingmerth,2016,0.31407678244972576,2017,0.152317880794702
2016_Derek Fathauer,247,303,286,404,308,494,409,546,521,878,711,889,880,1000,190,284,3.53,30.25,19.74,21.62,15.24,16.13,110.78,52.02,288.2,846.0,383,491,43.75,62.0,3.09,4.05,4.71,32.85,16.03,13.39,6.62,88.49,28.5,504,46.07,Derek Fathauer,2016,0.17952468007312614,2017,0.14220982920878356
2016_Dustin Johnson,206,398,273,408,291,466,390,570,477,772,504,899,743,925,181,366,4.45,36.58,25.81,28.35,21.27,18.91,122.42,57.17,313.6,92.3,333,2701,80.0,67.82,3.01,3.97,4.54,31.96,25.86,9.52,4.41,87.25,28.49,486,45.24,Dustin Johnson,2016,0.9875685557586837,2017,0.85953293830603
2016_Emiliano Grillo,253,496,277,432,305,511,380,628,434,772,597,924,762,972,173,341,3.8,29.91,21.36,24.5,11.21,21.65,114.67,66.93,294.3,405.0,360,1109,47.62,68.52,3.08,4.03,4.66,31.02,15.53,7.0,5.43,88.86,29.67,549,47.74,Emiliano Grillo,2016,0.40548446069469835,2017,0.18055071453468108
2016_Ernie Els,253,360,305,454,336,523,433,601,496,924,735,916,926,1115,184,298,3.3,29.22,19.11,22.81,11.16,21.52,110.18,52.93,292.8,132.0,397,273,50.0,61.2,3.1,4.11,4.7,24.66,23.81,15.63,7.98,87.15,28.82,564,41.86,Ernie Els,2016,0.09981718464351005,2017,0.01742767514813524
2016_Gary Woodland,209,387,291,412,293,470,419,544,492,838,628,954,819,827,211,251,3.65,29.18,20.94,21.68,19.73,21.52,124.78,56.69,306.1,148.9,374,907,45.45,68.74,3.1,4.01,4.55,28.3,13.99,10.83,4.11,88.43,29.26,521,48.85,Gary Woodland,2016,0.3316270566727605,2017,0.3666782851167654
2016_Geoff Ogilvy,224,273,303,472,358,559,419,600,479,950,445,570,800,1187,189,219,3.36,28.44,19.3,19.47,16.58,15.68,113.67,61.24,291.9,151.7,379,283,55.56,63.65,3.13,4.08,4.64,24.8,20.0,12.0,2.43,86.32,29.27,513,45.54,Geoff Ogilvy,2016,0.10347349177330896,2017,0.13593586615545486
2016_Graeme McDowell,261,353,266,369,314,606,410,626,444,792,617,688,814,1030,258,289,3.52,29.06,19.72,21.16,10.22,20.45,111.1,67.7,281.4,540.0,383,1142,70.0,64.44,3.06,4.07,4.69,27.34,14.46,13.04,1.58,87.66,29.22,548,49.04,Graeme McDowell,2016,0.41755027422303476,2017,0.11537120948065528
2016_Graham DeLaet,227,341,257,414,306,530,417,616,508,723,632,1054,807,937,218,253,3.77,30.58,21.55,22.64,16.67,22.66,118.21,60.11,297.9,169.7,378,487,50.0,68.35,3.1,4.02,4.72,28.32,17.65,4.65,4.96,87.33,29.74,541,44.26,Graham DeLaet,2016,0.17806215722120658,2017,0.22307424189613106
2016_Harold Varner III,295,364,271,433,353,558,382,692,492,748,546,1149,710,982,227,290,3.54,29.16,20.29,22.18,15.72,22.74,118.18,59.33,302.0,165.6,377,643,38.89,66.24,3.08,4.09,4.56,26.7,15.58,12.39,4.55,86.54,29.73,556,43.08,Harold Varner III,2016,0.23510054844606948,2017,0.1307075636110143
2016_Harris English,246,368,284,408,333,494,402,598,497,750,594,1058,815,1053,201,300,3.47,28.67,19.7,21.4,14.06,20.44,115.8,55.01,299.2,249.4,378,1032,54.55,64.83,3.09,4.04,4.63,33.52,20.49,18.56,5.8,88.55,28.88,519,49.32,Harris English,2016,0.3773308957952468,2017,0.1383757406761938
2016_Hideki Matsuyama,229,341,259,395,313,444,361,690,397,810,606,814,803,732,152,253,4.19,33.37,23.52,25.36,18.69,22.87,112.84,62.04,294.5,438.0,353,1468,73.33,68.11,3.02,4.01,4.59,33.53,19.85,15.91,3.26,86.9,28.82,507,52.99,Hideki Matsuyama,2016,0.536745886654479,2017,1.0
2016_Hudson Swafford,252,369,269,410,306,553,393,583,477,791,611,986,742,812,193,269,3.8,30.69,21.79,23.81,17.12,25.09,123.67,61.43,306.9,144.0,355,603,50.0,68.8,3.1,4.02,4.61,30.15,22.28,7.64,5.42,88.19,29.48,520,49.09,Hudson Swafford,2016,0.22047531992687386,2017,0.3210177762286511
2016_Hunter Mahan,248,334,329,424,388,642,502,825,571,881,636,971,943,879,220,268,3.3,29.11,18.85,19.59,14.63,15.66,113.44,57.13,294.8,183.0,432,174,12.5,62.75,3.22,4.07,4.75,34.75,21.84,6.15,4.15,87.15,29.16,556,52.58,Hunter Mahan,2016,0.06361974405850092,2017,0.04531195538515162
2016_J.B. Holmes,229,367,225,513,310,552,407,725,473,963,588,799,748,981,198,371,4.05,33.45,22.82,25.36,19.43,22.87,121.16,51.68,314.5,333.0,350,956,75.0,65.17,3.03,4.04,4.68,25.86,22.73,12.2,6.81,85.44,28.84,571,53.91,J.B. Holmes,2016,0.3495429616087751,2017,0.18926455210874868
2016_J.J. Henry,277,402,301,532,362,501,440,594,579,785,754,546,812,812,213,292,2.76,21.88,15.66,18.17,8.88,18.23,111.1,59.33,287.3,297.0,403,162,10.0,67.51,3.11,4.1,4.71,24.59,20.17,6.67,4.91,87.52,30.45,547,47.73,J.J. Henry,2016,0.05923217550274223,2017,0.12722202858138723
2016_James Hahn,205,379,286,383,342,506,410,586,526,853,627,805,814,832,225,279,3.33,27.79,18.89,20.82,14.83,19.62,113.08,60.71,290.9,255.0,384,878,50.0,64.58,3.07,4.06,4.74,25.84,17.83,7.32,5.05,86.89,29.47,518,40.97,James Hahn,2016,0.3210237659963437,2017,0.2478215406064831
2016_Jamie Lovemark,222,369,307,422,397,453,480,626,561,877,692,855,847,1005,201,249,3.79,31.21,21.55,22.18,19.58,23.27,120.18,57.32,304.8,204.8,420,904,42.11,65.32,3.12,4.02,4.61,33.5,14.77,14.81,4.62,86.5,28.9,507,52.23,Jamie Lovemark,2016,0.33053016453382084,2017,0.2743116068316487
2016_Jason Bohn,255,291,262,408,323,487,365,591,474,891,649,908,916,793,179,202,3.73,30.04,20.9,21.45,17.05,21.98,107.76,67.56,276.3,603.0,369,667,50.0,66.33,3.12,4.02,4.63,26.49,22.4,11.32,2.23,87.92,28.79,523,42.15,Jason Bohn,2016,0.24387568555758685,2017,0.025444405716277447
